Date:Apex:Clojure:Cobol:Dotnet:Erlang:Go:Groovy:Haskell:Java:Lua:Node:Perl:Php:Python:Ruby:Scala
2013-07-08:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:1,5625:0,0:60,9375:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:6,25
2013-07-08:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:1,5625:0,0:60,9375:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:6,25
2013-07-09:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:1,5625:0,0:60,9375:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:6,25
2013-07-09:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:1,5625:0,0:60,9375:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:6,25
2013-07-09:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:1,5625:0,0:60,9375:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:6,25
2013-07-09:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:1,5625:0,0:60,9375:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:6,25
2013-07-10:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:1,5625:0,0:60,9375:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:6,25
2013-07-10:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:1,5625:0,0:60,9375:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:6,25
2013-07-10:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:1,5625:0,0:60,9375:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:6,25
2013-07-10:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:1,5625:0,0:60,9375:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:6,25
2013-07-10:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:1,5625:0,0:60,9375:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:6,25
2013-07-10:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:1,5625:0,0:60,9375:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:6,25
2013-07-10:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:1,5625:0,0:60,9375:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:6,25
2013-07-10:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:1,5625:0,0:60,9375:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:6,25
2013-07-11:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:3,125:0,0:62,5:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:7,8125
2013-07-11:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:1,5625:0,0:60,9375:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:6,25
2013-07-11:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:3,125:0,0:62,5:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:7,8125
2013-07-11:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:3,125:0,0:62,5:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:7,8125
2013-07-11:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:3,125:0,0:62,5:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:7,8125
2013-07-11:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:1,5625:0,0:60,9375:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:6,25
2013-07-12:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:3,125:0,0:62,5:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:7,8125
2013-07-12:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:3,125:0,0:62,5:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:7,8125
2013-07-12:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:3,125:0,0:62,5:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:7,8125
2013-07-12:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:3,125:0,0:62,5:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:7,8125
2013-07-12:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:3,125:0,0:62,5:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:7,8125
2013-07-12:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:3,125:0,0:62,5:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:7,8125
2013-07-15:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:3,125:0,0:62,5:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:7,8125
2013-07-15:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:3,125:0,0:62,5:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:7,8125
2013-07-15:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:3,125:0,0:62,5:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:7,8125
2013-07-15:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:3,125:0,0:62,5:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:7,8125
2013-07-17:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:3,125:0,0:62,5:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:7,8125
2013-07-17:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:3,125:0,0:62,5:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:7,8125
2013-07-17:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:3,125:0,0:62,5:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:7,8125
2013-07-17:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:3,125:0,0:62,5:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:7,8125
2013-07-17:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:3,125:0,0:62,5:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:7,8125
2013-07-19:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:3,125:0,0:62,5:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:7,8125
2013-07-19:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:3,125:0,0:62,5:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:7,8125
2013-07-19:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:3,125:0,0:62,5:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:7,8125
2013-07-19:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:3,125:0,0:62,5:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:7,8125
2013-07-22:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:3,125:0,0:62,5:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:7,8125
2013-07-22:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:3,125:0,0:62,5:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:7,8125
2013-07-22:1,5625:1,5625:1,5625:0,0:4,6875:4,6875:3,125:0,0:62,5:1,5625:39,0625:7,8125:59,375:42,1875:42,1875:7,8125
2013-07-24:1,5384615384615385:3,076923076923077:1,5384615384615385:0,0:4,615384615384616:6,153846153846154:3,076923076923077:0,0:63,07692307692307:1,5384615384615385:40,0:9,230769230769232:60,0:43,07692307692308:43,07692307692308:7,6923076923076925
2013-07-24:1,5384615384615385:3,076923076923077:1,5384615384615385:0,0:4,615384615384616:6,153846153846154:3,076923076923077:0,0:63,07692307692307:1,5384615384615385:40,0:9,230769230769232:60,0:43,07692307692308:43,07692307692308:7,6923076923076925
2013-07-24:1,5384615384615385:3,076923076923077:1,5384615384615385:0,0:4,615384615384616:6,153846153846154:3,076923076923077:0,0:63,07692307692307:1,5384615384615385:40,0:9,230769230769232:60,0:43,07692307692308:43,07692307692308:7,6923076923076925
2013-07-25:1,5384615384615385:4,615384615384616:1,5384615384615385:0,0:4,615384615384616:7,6923076923076925:3,076923076923077:0,0:63,07692307692307:1,5384615384615385:40,0:9,230769230769232:60,0:43,07692307692308:43,07692307692308:7,6923076923076925
2013-07-25:1,5384615384615385:4,615384615384616:1,5384615384615385:0,0:4,615384615384616:7,6923076923076925:3,076923076923077:0,0:63,07692307692307:1,5384615384615385:40,0:9,230769230769232:60,0:43,07692307692308:43,07692307692308:7,6923076923076925
2013-07-26:1,5384615384615385:4,615384615384616:1,5384615384615385:0,0:4,615384615384616:7,6923076923076925:3,076923076923077:0,0:63,07692307692307:1,5384615384615385:40,0:9,230769230769232:60,0:43,07692307692308:43,07692307692308:7,6923076923076925
2013-07-26:1,5384615384615385:4,615384615384616:1,5384615384615385:0,0:4,615384615384616:7,6923076923076925:3,076923076923077:0,0:63,07692307692307:1,5384615384615385:40,0:9,230769230769232:60,0:43,07692307692308:43,07692307692308:7,6923076923076925
2013-07-26:1,5384615384615385:4,615384615384616:1,5384615384615385:0,0:4,615384615384616:7,6923076923076925:3,076923076923077:0,0:63,07692307692307:1,5384615384615385:40,0:9,230769230769232:60,0:43,07692307692308:43,07692307692308:7,6923076923076925
2013-07-29:1,5384615384615385:4,615384615384616:1,5384615384615385:0,0:4,615384615384616:7,6923076923076925:3,076923076923077:0,0:63,07692307692307:1,5384615384615385:40,0:9,230769230769232:60,0:43,07692307692308:43,07692307692308:7,6923076923076925
2013-07-29:1,5384615384615385:4,615384615384616:1,5384615384615385:0,0:4,615384615384616:7,6923076923076925:3,076923076923077:0,0:63,07692307692307:1,5384615384615385:40,0:9,230769230769232:60,0:43,07692307692308:43,07692307692308:7,6923076923076925
2013-07-29:1,5384615384615385:4,615384615384616:1,5384615384615385:0,0:4,615384615384616:7,6923076923076925:3,076923076923077:0,0:63,07692307692307:1,5384615384615385:40,0:9,230769230769232:60,0:43,07692307692308:43,07692307692308:7,6923076923076925
2013-07-30:1,5384615384615385:4,615384615384616:1,5384615384615385:0,0:4,615384615384616:7,6923076923076925:3,076923076923077:0,0:63,07692307692307:1,5384615384615385:40,0:9,230769230769232:60,0:43,07692307692308:43,07692307692308:7,6923076923076925
2013-08-06:1,5384615384615385:4,615384615384616:1,5384615384615385:0,0:4,615384615384616:7,6923076923076925:3,076923076923077:0,0:63,07692307692307:1,5384615384615385:40,0:9,230769230769232:60,0:43,07692307692308:43,07692307692308:7,6923076923076925
2013-08-06:1,5384615384615385:4,615384615384616:1,5384615384615385:0,0:4,615384615384616:7,6923076923076925:3,076923076923077:0,0:63,07692307692307:1,5384615384615385:40,0:9,230769230769232:60,0:43,07692307692308:43,07692307692308:7,6923076923076925
2013-08-06:1,5384615384615385:4,615384615384616:1,5384615384615385:0,0:4,615384615384616:7,6923076923076925:3,076923076923077:0,0:63,07692307692307:1,5384615384615385:40,0:9,230769230769232:60,0:43,07692307692308:43,07692307692308:7,6923076923076925
2013-08-07:1,5151515151515151:6,0606060606060606:1,5151515151515151:0,0:4,545454545454546:9,090909090909092:3,0303030303030303:0,0:63,63636363636363:1,5151515151515151:40,909090909090914:10,606060606060606:60,60606060606061:43,93939393939394:43,93939393939394:9,090909090909092
2013-08-08:1,5151515151515151:6,0606060606060606:1,5151515151515151:0,0:4,545454545454546:9,090909090909092:3,0303030303030303:0,0:63,63636363636363:1,5151515151515151:40,909090909090914:10,606060606060606:60,60606060606061:43,93939393939394:43,93939393939394:9,090909090909092
2013-08-08:1,5151515151515151:6,0606060606060606:1,5151515151515151:0,0:4,545454545454546:9,090909090909092:3,0303030303030303:0,0:63,63636363636363:1,5151515151515151:40,909090909090914:10,606060606060606:60,60606060606061:43,93939393939394:43,93939393939394:9,090909090909092
2013-08-13:1,5151515151515151:6,0606060606060606:1,5151515151515151:0,0:4,545454545454546:9,090909090909092:3,0303030303030303:0,0:63,63636363636363:1,5151515151515151:40,909090909090914:10,606060606060606:60,60606060606061:43,93939393939394:43,93939393939394:9,090909090909092
2013-08-14:1,5151515151515151:6,0606060606060606:1,5151515151515151:0,0:4,545454545454546:9,090909090909092:3,0303030303030303:0,0:63,63636363636363:1,5151515151515151:40,909090909090914:10,606060606060606:60,60606060606061:43,93939393939394:43,93939393939394:9,090909090909092
2013-08-14:1,5151515151515151:6,0606060606060606:1,5151515151515151:0,0:4,545454545454546:9,090909090909092:3,0303030303030303:0,0:63,63636363636363:1,5151515151515151:40,909090909090914:10,606060606060606:60,60606060606061:43,93939393939394:43,93939393939394:9,090909090909092
2013-08-14:1,5151515151515151:6,0606060606060606:1,5151515151515151:0,0:4,545454545454546:9,090909090909092:3,0303030303030303:0,0:63,63636363636363:1,5151515151515151:40,909090909090914:10,606060606060606:60,60606060606061:43,93939393939394:43,93939393939394:9,090909090909092
2013-08-21:1,4925373134328357:5,970149253731343:1,4925373134328357:0,0:5,970149253731343:8,955223880597014:2,9850746268656714:0,0:62,68656716417911:1,4925373134328357:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:43,28358208955223:8,955223880597014
2013-09-03:1,4925373134328357:5,970149253731343:1,4925373134328357:0,0:5,970149253731343:8,955223880597014:2,9850746268656714:0,0:62,68656716417911:1,4925373134328357:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:43,28358208955223:8,955223880597014
2013-09-03:1,4925373134328357:5,970149253731343:1,4925373134328357:0,0:5,970149253731343:8,955223880597014:2,9850746268656714:0,0:62,68656716417911:1,4925373134328357:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:43,28358208955223:8,955223880597014
2013-09-04:1,4925373134328357:5,970149253731343:1,4925373134328357:0,0:5,970149253731343:8,955223880597014:2,9850746268656714:0,0:62,68656716417911:1,4925373134328357:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:43,28358208955223:8,955223880597014
2013-09-04:1,4925373134328357:5,970149253731343:1,4925373134328357:0,0:5,970149253731343:8,955223880597014:2,9850746268656714:0,0:62,68656716417911:1,4925373134328357:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:43,28358208955223:8,955223880597014
2013-09-04:1,4925373134328357:5,970149253731343:1,4925373134328357:0,0:5,970149253731343:8,955223880597014:2,9850746268656714:0,0:62,68656716417911:1,4925373134328357:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:43,28358208955223:8,955223880597014
2013-09-04:1,4925373134328357:5,970149253731343:1,4925373134328357:0,0:5,970149253731343:8,955223880597014:2,9850746268656714:0,0:62,68656716417911:1,4925373134328357:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:43,28358208955223:8,955223880597014
2013-09-06:1,4925373134328357:5,970149253731343:1,4925373134328357:0,0:5,970149253731343:8,955223880597014:2,9850746268656714:0,0:62,68656716417911:1,4925373134328357:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:43,28358208955223:8,955223880597014
2013-09-09:1,4925373134328357:5,970149253731343:1,4925373134328357:0,0:5,970149253731343:8,955223880597014:2,9850746268656714:0,0:62,68656716417911:1,4925373134328357:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:43,28358208955223:8,955223880597014
2013-09-09:1,5625:6,25:1,5625:0,0:6,25:9,375:1,5625:0,0:62,5:1,5625:40,625:10,9375:59,375:43,75:42,1875:7,8125
2013-09-09:1,5873015873015872:6,349206349206349:1,5873015873015872:0,0:6,349206349206349:9,523809523809524:1,5873015873015872:0,0:63,49206349206349:1,5873015873015872:39,682539682539684:11,11111111111111:60,317460317460316:44,44444444444444:42,857142857142854:7,936507936507936
2013-09-09:1,4925373134328357:5,970149253731343:1,4925373134328357:0,0:5,970149253731343:8,955223880597014:2,9850746268656714:0,0:62,68656716417911:1,4925373134328357:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:43,28358208955223:8,955223880597014
2013-09-09:1,4925373134328357:5,970149253731343:1,4925373134328357:0,0:5,970149253731343:8,955223880597014:2,9850746268656714:0,0:62,68656716417911:1,4925373134328357:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:43,28358208955223:8,955223880597014
2013-09-09:1,4925373134328357:5,970149253731343:1,4925373134328357:0,0:5,970149253731343:8,955223880597014:2,9850746268656714:0,0:62,68656716417911:1,4925373134328357:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:43,28358208955223:8,955223880597014
2013-09-09:1,5151515151515151:6,0606060606060606:1,5151515151515151:0,0:6,0606060606060606:9,090909090909092:3,0303030303030303:0,0:62,121212121212125:1,5151515151515151:40,909090909090914:10,606060606060606:59,09090909090909:42,42424242424242:42,42424242424242:9,090909090909092
2013-09-09:1,5384615384615385:6,153846153846154:1,5384615384615385:0,0:6,153846153846154:9,230769230769232:3,076923076923077:0,0:63,07692307692307:1,5384615384615385:41,53846153846154:10,76923076923077:58,46153846153847:43,07692307692308:43,07692307692308:9,230769230769232
2013-09-09:1,4925373134328357:5,970149253731343:1,4925373134328357:0,0:5,970149253731343:8,955223880597014:2,9850746268656714:0,0:62,68656716417911:1,4925373134328357:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:43,28358208955223:8,955223880597014
2013-09-11:1,4925373134328357:5,970149253731343:1,4925373134328357:0,0:5,970149253731343:8,955223880597014:2,9850746268656714:0,0:62,68656716417911:1,4925373134328357:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:43,28358208955223:8,955223880597014
2013-09-27:1,4925373134328357:5,970149253731343:1,4925373134328357:0,0:5,970149253731343:8,955223880597014:2,9850746268656714:0,0:62,68656716417911:1,4925373134328357:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:43,28358208955223:8,955223880597014
2013-10-01:1,4925373134328357:5,970149253731343:1,4925373134328357:0,0:5,970149253731343:8,955223880597014:2,9850746268656714:0,0:62,68656716417911:1,4925373134328357:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:43,28358208955223:8,955223880597014
2013-10-07:1,4925373134328357:5,970149253731343:1,4925373134328357:0,0:5,970149253731343:8,955223880597014:2,9850746268656714:0,0:62,68656716417911:1,4925373134328357:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:44,776119402985074:8,955223880597014
2013-10-10:1,4925373134328357:5,970149253731343:1,4925373134328357:0,0:5,970149253731343:8,955223880597014:2,9850746268656714:0,0:62,68656716417911:1,4925373134328357:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:44,776119402985074:8,955223880597014
2013-10-10:1,4925373134328357:5,970149253731343:1,4925373134328357:0,0:5,970149253731343:8,955223880597014:2,9850746268656714:0,0:62,68656716417911:1,4925373134328357:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:44,776119402985074:8,955223880597014
2013-10-15:1,4925373134328357:5,970149253731343:1,4925373134328357:0,0:5,970149253731343:8,955223880597014:2,9850746268656714:0,0:62,68656716417911:1,4925373134328357:41,7910447761194:10,44776119402985:61,19402985074627:43,28358208955223:46,26865671641791:8,955223880597014
2013-10-16:1,4925373134328357:5,970149253731343:1,4925373134328357:0,0:5,970149253731343:10,44776119402985:2,9850746268656714:0,0:62,68656716417911:1,4925373134328357:41,7910447761194:10,44776119402985:61,19402985074627:43,28358208955223:46,26865671641791:8,955223880597014
2013-10-16:1,4925373134328357:5,970149253731343:1,4925373134328357:0,0:5,970149253731343:10,44776119402985:2,9850746268656714:0,0:62,68656716417911:1,4925373134328357:41,7910447761194:10,44776119402985:61,19402985074627:43,28358208955223:46,26865671641791:8,955223880597014
2013-10-17:1,4925373134328357:5,970149253731343:1,4925373134328357:0,0:5,970149253731343:10,44776119402985:2,9850746268656714:0,0:62,68656716417911:1,4925373134328357:41,7910447761194:10,44776119402985:61,19402985074627:43,28358208955223:46,26865671641791:8,955223880597014
2013-10-30:1,4925373134328357:5,970149253731343:1,4925373134328357:0,0:5,970149253731343:10,44776119402985:2,9850746268656714:0,0:62,68656716417911:1,4925373134328357:41,7910447761194:10,44776119402985:61,19402985074627:43,28358208955223:46,26865671641791:8,955223880597014
2013-10-30:1,4925373134328357:5,970149253731343:1,4925373134328357:0,0:5,970149253731343:10,44776119402985:2,9850746268656714:0,0:62,68656716417911:1,4925373134328357:41,7910447761194:10,44776119402985:61,19402985074627:43,28358208955223:46,26865671641791:8,955223880597014
2013-10-30:1,4925373134328357:5,970149253731343:1,4925373134328357:0,0:5,970149253731343:10,44776119402985:2,9850746268656714:0,0:62,68656716417911:1,4925373134328357:41,7910447761194:10,44776119402985:61,19402985074627:43,28358208955223:46,26865671641791:8,955223880597014
2013-10-31:1,4925373134328357:5,970149253731343:1,4925373134328357:0,0:5,970149253731343:10,44776119402985:2,9850746268656714:0,0:62,68656716417911:1,4925373134328357:41,7910447761194:10,44776119402985:61,19402985074627:43,28358208955223:46,26865671641791:8,955223880597014
2013-11-01:1,4925373134328357:5,970149253731343:1,4925373134328357:0,0:5,970149253731343:10,44776119402985:2,9850746268656714:0,0:62,68656716417911:1,4925373134328357:41,7910447761194:10,44776119402985:61,19402985074627:43,28358208955223:46,26865671641791:8,955223880597014
2013-11-04:1,4925373134328357:5,970149253731343:1,4925373134328357:0,0:5,970149253731343:10,44776119402985:2,9850746268656714:0,0:62,68656716417911:1,4925373134328357:41,7910447761194:10,44776119402985:61,19402985074627:43,28358208955223:46,26865671641791:8,955223880597014
2013-11-07:1,4925373134328357:5,970149253731343:1,4925373134328357:0,0:5,970149253731343:10,44776119402985:2,9850746268656714:0,0:62,68656716417911:1,4925373134328357:41,7910447761194:10,44776119402985:61,19402985074627:43,28358208955223:46,26865671641791:8,955223880597014
2013-11-08:1,4925373134328357:5,970149253731343:1,4925373134328357:0,0:5,970149253731343:10,44776119402985:2,9850746268656714:0,0:62,68656716417911:1,4925373134328357:41,7910447761194:10,44776119402985:61,19402985074627:43,28358208955223:46,26865671641791:8,955223880597014
