Date:Apex:Clojure:Cobol:Dotnet:Erlang:Go:Groovy:Haskell:Java:Lua:Node:Perl:Php:Python:Ruby:Scala:Others
2013-07-08:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:60,9375:0,0:39,0625:7,8125:59,375:42,1875:42,1875:6,25:0,0
2013-07-08:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:60,9375:0,0:39,0625:7,8125:59,375:42,1875:42,1875:6,25:0,0
2013-07-08:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:60,9375:0,0:39,0625:7,8125:59,375:42,1875:42,1875:6,25:0,0
2013-07-08:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:60,9375:0,0:39,0625:7,8125:59,375:42,1875:42,1875:6,25:0,0
2013-07-08:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:60,9375:0,0:39,0625:7,8125:59,375:42,1875:42,1875:6,25:0,0
2013-07-08:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:60,9375:0,0:39,0625:7,8125:59,375:42,1875:42,1875:6,25:0,0
2013-07-09:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:60,9375:0,0:39,0625:7,8125:59,375:42,1875:42,1875:6,25:0,0
2013-07-09:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:60,9375:0,0:39,0625:7,8125:59,375:42,1875:42,1875:6,25:0,0
2013-07-09:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:60,9375:0,0:39,0625:7,8125:59,375:42,1875:42,1875:6,25:0,0
2013-07-09:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:60,9375:0,0:39,0625:7,8125:59,375:42,1875:42,1875:6,25:0,0
2013-07-10:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:60,9375:0,0:39,0625:7,8125:59,375:42,1875:42,1875:6,25:0,0
2013-07-10:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:60,9375:0,0:39,0625:7,8125:59,375:42,1875:42,1875:6,25:0,0
2013-07-10:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:60,9375:0,0:39,0625:7,8125:59,375:42,1875:42,1875:6,25:0,0
2013-07-10:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:60,9375:0,0:39,0625:7,8125:59,375:42,1875:42,1875:6,25:0,0
2013-07-10:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:60,9375:0,0:39,0625:7,8125:59,375:42,1875:42,1875:6,25:0,0
2013-07-10:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:60,9375:0,0:39,0625:7,8125:59,375:42,1875:42,1875:6,25:0,0
2013-07-10:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:60,9375:0,0:39,0625:7,8125:59,375:42,1875:42,1875:6,25:0,0
2013-07-10:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:60,9375:0,0:39,0625:7,8125:59,375:42,1875:42,1875:6,25:0,0
2013-07-11:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:62,5:0,0:39,0625:7,8125:59,375:42,1875:42,1875:7,8125:0,0
2013-07-11:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:60,9375:0,0:39,0625:7,8125:59,375:42,1875:42,1875:6,25:0,0
2013-07-11:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:62,5:0,0:39,0625:7,8125:59,375:42,1875:42,1875:7,8125:0,0
2013-07-11:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:62,5:0,0:39,0625:7,8125:59,375:42,1875:42,1875:7,8125:0,0
2013-07-11:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:62,5:0,0:39,0625:7,8125:59,375:42,1875:42,1875:7,8125:0,0
2013-07-11:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:60,9375:0,0:39,0625:7,8125:59,375:42,1875:42,1875:6,25:0,0
2013-07-12:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:62,5:0,0:39,0625:7,8125:59,375:42,1875:42,1875:7,8125:0,0
2013-07-12:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:62,5:0,0:39,0625:7,8125:59,375:42,1875:42,1875:7,8125:0,0
2013-07-12:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:62,5:0,0:39,0625:7,8125:59,375:42,1875:42,1875:7,8125:0,0
2013-07-12:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:62,5:0,0:39,0625:7,8125:59,375:42,1875:42,1875:7,8125:0,0
2013-07-12:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:62,5:0,0:39,0625:7,8125:59,375:42,1875:42,1875:7,8125:0,0
2013-07-12:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:62,5:0,0:39,0625:7,8125:59,375:42,1875:42,1875:7,8125:0,0
2013-07-15:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:62,5:0,0:39,0625:7,8125:59,375:42,1875:42,1875:7,8125:0,0
2013-07-15:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:62,5:0,0:39,0625:7,8125:59,375:42,1875:42,1875:7,8125:0,0
2013-07-15:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:62,5:0,0:39,0625:7,8125:59,375:42,1875:42,1875:7,8125:0,0
2013-07-15:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:62,5:0,0:39,0625:7,8125:59,375:42,1875:42,1875:7,8125:0,0
2013-07-17:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:62,5:0,0:39,0625:7,8125:59,375:42,1875:42,1875:7,8125:0,0
2013-07-17:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:62,5:0,0:39,0625:7,8125:59,375:42,1875:42,1875:7,8125:0,0
2013-07-17:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:62,5:0,0:39,0625:7,8125:59,375:42,1875:42,1875:7,8125:0,0
2013-07-17:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:62,5:0,0:39,0625:7,8125:59,375:42,1875:42,1875:7,8125:0,0
2013-07-17:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:62,5:0,0:39,0625:7,8125:59,375:42,1875:42,1875:7,8125:0,0
2013-07-19:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:62,5:0,0:39,0625:7,8125:59,375:42,1875:42,1875:7,8125:0,0
2013-07-19:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:62,5:0,0:39,0625:7,8125:59,375:42,1875:42,1875:7,8125:0,0
2013-07-19:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:62,5:0,0:39,0625:7,8125:59,375:42,1875:42,1875:7,8125:0,0
2013-07-19:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:62,5:0,0:39,0625:7,8125:59,375:42,1875:42,1875:7,8125:0,0
2013-07-22:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:62,5:0,0:39,0625:7,8125:59,375:42,1875:42,1875:7,8125:0,0
2013-07-22:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:62,5:0,0:39,0625:7,8125:59,375:42,1875:42,1875:7,8125:0,0
2013-07-22:18,75:0,0:0,0:0,0:0,0:4,6875:0,0:0,0:62,5:0,0:39,0625:7,8125:59,375:42,1875:42,1875:7,8125:0,0
2013-07-24:18,461538461538463:0,0:0,0:0,0:0,0:6,153846153846154:0,0:0,0:63,07692307692307:0,0:40,0:9,230769230769232:60,0:43,07692307692308:43,07692307692308:7,6923076923076925:0,0
2013-07-24:18,461538461538463:0,0:0,0:0,0:0,0:6,153846153846154:0,0:0,0:63,07692307692307:0,0:40,0:9,230769230769232:60,0:43,07692307692308:43,07692307692308:7,6923076923076925:0,0
2013-07-24:18,461538461538463:0,0:0,0:0,0:0,0:6,153846153846154:0,0:0,0:63,07692307692307:0,0:40,0:9,230769230769232:60,0:43,07692307692308:43,07692307692308:7,6923076923076925:0,0
2013-07-25:18,461538461538463:0,0:0,0:0,0:0,0:7,6923076923076925:0,0:0,0:63,07692307692307:0,0:40,0:9,230769230769232:60,0:43,07692307692308:43,07692307692308:7,6923076923076925:0,0
2013-07-25:18,461538461538463:0,0:0,0:0,0:0,0:7,6923076923076925:0,0:0,0:63,07692307692307:0,0:40,0:9,230769230769232:60,0:43,07692307692308:43,07692307692308:7,6923076923076925:0,0
2013-07-26:18,461538461538463:0,0:0,0:0,0:0,0:7,6923076923076925:0,0:0,0:63,07692307692307:0,0:40,0:9,230769230769232:60,0:43,07692307692308:43,07692307692308:7,6923076923076925:0,0
2013-07-26:18,461538461538463:0,0:0,0:0,0:0,0:7,6923076923076925:0,0:0,0:63,07692307692307:0,0:40,0:9,230769230769232:60,0:43,07692307692308:43,07692307692308:7,6923076923076925:0,0
2013-07-26:18,461538461538463:0,0:0,0:0,0:0,0:7,6923076923076925:0,0:0,0:63,07692307692307:0,0:40,0:9,230769230769232:60,0:43,07692307692308:43,07692307692308:7,6923076923076925:0,0
2013-07-29:18,461538461538463:0,0:0,0:0,0:0,0:7,6923076923076925:0,0:0,0:63,07692307692307:0,0:40,0:9,230769230769232:60,0:43,07692307692308:43,07692307692308:7,6923076923076925:0,0
2013-07-29:18,461538461538463:0,0:0,0:0,0:0,0:7,6923076923076925:0,0:0,0:63,07692307692307:0,0:40,0:9,230769230769232:60,0:43,07692307692308:43,07692307692308:7,6923076923076925:0,0
2013-07-29:18,461538461538463:0,0:0,0:0,0:0,0:7,6923076923076925:0,0:0,0:63,07692307692307:0,0:40,0:9,230769230769232:60,0:43,07692307692308:43,07692307692308:7,6923076923076925:0,0
2013-07-30:18,461538461538463:0,0:0,0:0,0:0,0:7,6923076923076925:0,0:0,0:63,07692307692307:0,0:40,0:9,230769230769232:60,0:43,07692307692308:43,07692307692308:7,6923076923076925:0,0
2013-08-06:18,461538461538463:0,0:0,0:0,0:0,0:7,6923076923076925:0,0:0,0:63,07692307692307:0,0:40,0:9,230769230769232:60,0:43,07692307692308:43,07692307692308:7,6923076923076925:0,0
2013-08-06:18,461538461538463:0,0:0,0:0,0:0,0:7,6923076923076925:0,0:0,0:63,07692307692307:0,0:40,0:9,230769230769232:60,0:43,07692307692308:43,07692307692308:7,6923076923076925:0,0
2013-08-06:18,461538461538463:0,0:0,0:0,0:0,0:7,6923076923076925:0,0:0,0:63,07692307692307:0,0:40,0:9,230769230769232:60,0:43,07692307692308:43,07692307692308:7,6923076923076925:0,0
2013-08-07:18,181818181818183:0,0:0,0:0,0:0,0:9,090909090909092:0,0:0,0:63,63636363636363:0,0:40,909090909090914:10,606060606060606:60,60606060606061:43,93939393939394:43,93939393939394:9,090909090909092:0,0
2013-08-08:18,181818181818183:0,0:0,0:0,0:0,0:9,090909090909092:0,0:0,0:63,63636363636363:0,0:40,909090909090914:10,606060606060606:60,60606060606061:43,93939393939394:43,93939393939394:9,090909090909092:0,0
2013-08-08:18,181818181818183:0,0:0,0:0,0:0,0:9,090909090909092:0,0:0,0:63,63636363636363:0,0:40,909090909090914:10,606060606060606:60,60606060606061:43,93939393939394:43,93939393939394:9,090909090909092:0,0
2013-08-13:18,181818181818183:0,0:0,0:0,0:0,0:9,090909090909092:0,0:0,0:63,63636363636363:0,0:40,909090909090914:10,606060606060606:60,60606060606061:43,93939393939394:43,93939393939394:9,090909090909092:0,0
2013-08-14:18,181818181818183:0,0:0,0:0,0:0,0:9,090909090909092:0,0:0,0:63,63636363636363:0,0:40,909090909090914:10,606060606060606:60,60606060606061:43,93939393939394:43,93939393939394:9,090909090909092:0,0
2013-08-14:18,181818181818183:0,0:0,0:0,0:0,0:9,090909090909092:0,0:0,0:63,63636363636363:0,0:40,909090909090914:10,606060606060606:60,60606060606061:43,93939393939394:43,93939393939394:9,090909090909092:0,0
2013-08-14:18,181818181818183:0,0:0,0:0,0:0,0:9,090909090909092:0,0:0,0:63,63636363636363:0,0:40,909090909090914:10,606060606060606:60,60606060606061:43,93939393939394:43,93939393939394:9,090909090909092:0,0
2013-08-21:17,91044776119403:0,0:0,0:0,0:0,0:8,955223880597014:0,0:0,0:62,68656716417911:0,0:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:43,28358208955223:8,955223880597014:0,0
2013-09-03:17,91044776119403:0,0:0,0:0,0:0,0:8,955223880597014:0,0:0,0:62,68656716417911:0,0:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:43,28358208955223:8,955223880597014:0,0
2013-09-03:17,91044776119403:0,0:0,0:0,0:0,0:8,955223880597014:0,0:0,0:62,68656716417911:0,0:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:43,28358208955223:8,955223880597014:0,0
2013-09-04:17,91044776119403:0,0:0,0:0,0:0,0:8,955223880597014:0,0:0,0:62,68656716417911:0,0:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:43,28358208955223:8,955223880597014:0,0
2013-09-04:17,91044776119403:0,0:0,0:0,0:0,0:8,955223880597014:0,0:0,0:62,68656716417911:0,0:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:43,28358208955223:8,955223880597014:0,0
2013-09-04:17,91044776119403:0,0:0,0:0,0:0,0:8,955223880597014:0,0:0,0:62,68656716417911:0,0:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:43,28358208955223:8,955223880597014:0,0
2013-09-04:17,91044776119403:0,0:0,0:0,0:0,0:8,955223880597014:0,0:0,0:62,68656716417911:0,0:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:43,28358208955223:8,955223880597014:0,0
2013-09-06:17,91044776119403:0,0:0,0:0,0:0,0:8,955223880597014:0,0:0,0:62,68656716417911:0,0:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:43,28358208955223:8,955223880597014:0,0
2013-09-09:17,91044776119403:0,0:0,0:0,0:0,0:8,955223880597014:0,0:0,0:62,68656716417911:0,0:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:43,28358208955223:8,955223880597014:0,0
2013-09-09:18,75:0,0:0,0:0,0:0,0:9,375:0,0:0,0:62,5:0,0:40,625:10,9375:59,375:43,75:42,1875:7,8125:0,0
2013-09-09:19,047619047619047:0,0:0,0:0,0:0,0:9,523809523809524:0,0:0,0:63,49206349206349:0,0:39,682539682539684:11,11111111111111:60,317460317460316:44,44444444444444:42,857142857142854:7,936507936507936:0,0
2013-09-09:17,91044776119403:0,0:0,0:0,0:0,0:8,955223880597014:0,0:0,0:62,68656716417911:0,0:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:43,28358208955223:8,955223880597014:0,0
2013-09-09:17,91044776119403:0,0:0,0:0,0:0,0:8,955223880597014:0,0:0,0:62,68656716417911:0,0:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:43,28358208955223:8,955223880597014:0,0
2013-09-09:17,91044776119403:0,0:0,0:0,0:0,0:8,955223880597014:0,0:0,0:62,68656716417911:0,0:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:43,28358208955223:8,955223880597014:0,0
2013-09-09:18,181818181818183:0,0:0,0:0,0:0,0:9,090909090909092:0,0:0,0:62,121212121212125:0,0:40,909090909090914:10,606060606060606:59,09090909090909:42,42424242424242:42,42424242424242:9,090909090909092:0,0
2013-09-09:18,461538461538463:0,0:0,0:0,0:0,0:9,230769230769232:0,0:0,0:63,07692307692307:0,0:41,53846153846154:10,76923076923077:58,46153846153847:43,07692307692308:43,07692307692308:9,230769230769232:0,0
2013-09-09:17,91044776119403:0,0:0,0:0,0:0,0:8,955223880597014:0,0:0,0:62,68656716417911:0,0:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:43,28358208955223:8,955223880597014:0,0
2013-09-11:17,91044776119403:0,0:0,0:0,0:0,0:8,955223880597014:0,0:0,0:62,68656716417911:0,0:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:43,28358208955223:8,955223880597014:0,0
2013-09-27:17,91044776119403:0,0:0,0:0,0:0,0:8,955223880597014:0,0:0,0:62,68656716417911:0,0:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:43,28358208955223:8,955223880597014:0,0
2013-10-01:17,91044776119403:0,0:0,0:0,0:0,0:8,955223880597014:0,0:0,0:62,68656716417911:0,0:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:43,28358208955223:8,955223880597014:0,0
2013-10-07:17,91044776119403:0,0:0,0:0,0:0,0:8,955223880597014:0,0:0,0:62,68656716417911:0,0:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:44,776119402985074:8,955223880597014:0,0
2013-10-10:17,91044776119403:0,0:0,0:0,0:0,0:8,955223880597014:0,0:0,0:62,68656716417911:0,0:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:44,776119402985074:8,955223880597014:0,0
2013-10-10:17,91044776119403:0,0:0,0:0,0:0,0:8,955223880597014:0,0:0,0:62,68656716417911:0,0:40,298507462686565:10,44776119402985:59,70149253731343:43,28358208955223:44,776119402985074:8,955223880597014:0,0
2013-10-15:17,91044776119403:0,0:0,0:0,0:0,0:8,955223880597014:0,0:0,0:62,68656716417911:0,0:41,7910447761194:10,44776119402985:61,19402985074627:43,28358208955223:46,26865671641791:8,955223880597014:0,0
2013-10-16:17,91044776119403:0,0:0,0:0,0:0,0:10,44776119402985:0,0:0,0:62,68656716417911:0,0:41,7910447761194:10,44776119402985:61,19402985074627:43,28358208955223:46,26865671641791:8,955223880597014:0,0
2013-10-16:17,91044776119403:0,0:0,0:0,0:0,0:10,44776119402985:0,0:0,0:62,68656716417911:0,0:41,7910447761194:10,44776119402985:61,19402985074627:43,28358208955223:46,26865671641791:8,955223880597014:0,0
2013-10-17:17,91044776119403:0,0:0,0:0,0:0,0:10,44776119402985:0,0:0,0:62,68656716417911:0,0:41,7910447761194:10,44776119402985:61,19402985074627:43,28358208955223:46,26865671641791:8,955223880597014:0,0
2013-10-30:17,91044776119403:0,0:0,0:0,0:0,0:10,44776119402985:0,0:0,0:62,68656716417911:0,0:41,7910447761194:10,44776119402985:61,19402985074627:43,28358208955223:46,26865671641791:8,955223880597014:0,0
2013-10-30:17,91044776119403:0,0:0,0:0,0:0,0:10,44776119402985:0,0:0,0:62,68656716417911:0,0:41,7910447761194:10,44776119402985:61,19402985074627:43,28358208955223:46,26865671641791:8,955223880597014:0,0
2013-10-30:17,91044776119403:0,0:0,0:0,0:0,0:10,44776119402985:0,0:0,0:62,68656716417911:0,0:41,7910447761194:10,44776119402985:61,19402985074627:43,28358208955223:46,26865671641791:8,955223880597014:0,0
2013-10-31:17,91044776119403:0,0:0,0:0,0:0,0:10,44776119402985:0,0:0,0:62,68656716417911:0,0:41,7910447761194:10,44776119402985:61,19402985074627:43,28358208955223:46,26865671641791:8,955223880597014:0,0
2013-11-01:17,91044776119403:0,0:0,0:0,0:0,0:10,44776119402985:0,0:0,0:62,68656716417911:0,0:41,7910447761194:10,44776119402985:61,19402985074627:43,28358208955223:46,26865671641791:8,955223880597014:0,0
2013-11-04:17,91044776119403:0,0:0,0:0,0:0,0:10,44776119402985:0,0:0,0:62,68656716417911:0,0:41,7910447761194:10,44776119402985:61,19402985074627:43,28358208955223:46,26865671641791:8,955223880597014:0,0
2013-11-07:17,91044776119403:0,0:0,0:0,0:0,0:10,44776119402985:0,0:0,0:62,68656716417911:0,0:41,7910447761194:10,44776119402985:61,19402985074627:43,28358208955223:46,26865671641791:8,955223880597014:0,0
2013-11-08:17,91044776119403:0,0:0,0:0,0:0,0:10,44776119402985:0,0:0,0:62,68656716417911:0,0:41,7910447761194:10,44776119402985:61,19402985074627:43,28358208955223:46,26865671641791:8,955223880597014:0,0
2013-11-18:17,91044776119403:0,0:0,0:0,0:0,0:10,44776119402985:0,0:0,0:62,68656716417911:0,0:41,7910447761194:10,44776119402985:61,19402985074627:43,28358208955223:46,26865671641791:8,955223880597014:0,0
2013-11-18:17,91044776119403:0,0:0,0:0,0:0,0:10,44776119402985:0,0:0,0:62,68656716417911:0,0:41,7910447761194:10,44776119402985:61,19402985074627:43,28358208955223:46,26865671641791:8,955223880597014:0,0
2013-11-18:17,91044776119403:0,0:0,0:0,0:0,0:10,44776119402985:0,0:0,0:62,68656716417911:0,0:41,7910447761194:10,44776119402985:61,19402985074627:43,28358208955223:46,26865671641791:8,955223880597014:0,0
2013-11-19:17,91044776119403:0,0:0,0:0,0:0,0:10,44776119402985:0,0:0,0:62,68656716417911:0,0:41,7910447761194:10,44776119402985:61,19402985074627:43,28358208955223:46,26865671641791:8,955223880597014:0,0
2013-11-19:17,91044776119403:0,0:0,0:0,0:0,0:10,44776119402985:0,0:0,0:62,68656716417911:0,0:41,7910447761194:10,44776119402985:61,19402985074627:43,28358208955223:46,26865671641791:8,955223880597014:0,0
2013-11-19:17,91044776119403:0,0:0,0:0,0:0,0:10,44776119402985:0,0:0,0:62,68656716417911:0,0:41,7910447761194:10,44776119402985:61,19402985074627:43,28358208955223:46,26865671641791:8,955223880597014:0,0
2013-11-20:17,91044776119403:0,0:0,0:0,0:0,0:10,44776119402985:0,0:0,0:62,68656716417911:0,0:41,7910447761194:10,44776119402985:61,19402985074627:43,28358208955223:46,26865671641791:8,955223880597014:0,0
2013-11-26:17,91044776119403:0,0:0,0:0,0:0,0:10,44776119402985:0,0:0,0:62,68656716417911:0,0:41,7910447761194:10,44776119402985:61,19402985074627:43,28358208955223:46,26865671641791:8,955223880597014:0,0
2013-11-26:17,91044776119403:0,0:0,0:0,0:0,0:10,44776119402985:0,0:0,0:62,68656716417911:0,0:41,7910447761194:10,44776119402985:61,19402985074627:43,28358208955223:46,26865671641791:8,955223880597014:0,0
2013-11-28:17,91044776119403:0,0:0,0:0,0:0,0:10,44776119402985:0,0:0,0:62,68656716417911:0,0:41,7910447761194:10,44776119402985:61,19402985074627:43,28358208955223:46,26865671641791:8,955223880597014:0,0
2013-11-29:17,91044776119403:0,0:0,0:0,0:0,0:10,44776119402985:0,0:0,0:62,68656716417911:0,0:41,7910447761194:10,44776119402985:61,19402985074627:43,28358208955223:46,26865671641791:8,955223880597014:0,0
2013-12-02:17,91044776119403:0,0:0,0:0,0:0,0:10,44776119402985:0,0:0,0:62,68656716417911:0,0:41,7910447761194:10,44776119402985:61,19402985074627:43,28358208955223:46,26865671641791:8,955223880597014:0,0
